,Unnamed: 0,Total,Change,Percent,Song_uuid,Song_name,creditName,nexttoken
1025682,26076,134,0,0.0,d45e51b-5813-4479-bb7d-9e447a8e671d,جديد,صباح العماري,WzEzNCw3NDYwNzcyODhd
1026914,27308,132,0,0.0,1e82630-a06b-5a40-8fd0-a0369fe50396,As the Rush Comes (Gabriel & Dresden remix),Motorcycle & Gabriel & Dresden,WzEzMiwyNjYzNjA5XQ==
1028606,29000,131,0,0.0,3760f49-1106-4505-bf80-9b901cb521c6,يا ذا المسافر,Abdul Kareem Abdul Qader,WzEzMSw2MzI5NTUwMTld
1028855,29249,131,0,0.0,3b4c57a-9861-49c9-b019-27920525ba86,Entia Omri,Cheb Faycal,WzEzMSw2ODA5NTgyNjhd
1029023,29417,131,0,0.0,6b835a8-2cea-45ba-a5ba-eb2d7b9618ed,"Ayun Ayun-Uran Uran Pangkur Nyamat Mas-Lagon Turi Turi Putih (feat. Rusyati, Maratus, Putri, Dina, Wulan & Sujiyati)",CAMPURSARI SANGGA BUANA MAT-MATAN & Rusyati & MARATUS & Putri & Dina & Wulan & SUJIYATI,WzEzMSw3MjgxODcyMTVd
1029114,29508,131,0,0.0,98d2406-c658-4450-be62-2edea0c967b7,Kloso Opo Kasur (feat. Dian Marshanda & Brodien),Dangdut Koplo Rgs & Dian Marshanda & Brodien,WzEzMSw3NTU5MzUxOTNd
1029732,30126,130,0,0.0,354cd04-083f-49b4-9465-7ca07be0aa41,"Ketawang Puspowarno (feat. Pujiatun, Denok Martini & Yuyun Blora)",GENDING MAT-MATAN & PUJIATUN & DENOK MARTINI & YUYUN BLORA,WzEzMCw1OTg2Nzc0NDNd
1029930,30324,130,0,0.0,87696d5-939c-4940-bad0-143af1dd0039,Mbangun Tresno (feat. Dimas Tedjo),Campursari Sangga Buana & Dimas Tedjo,WzEzMCw2NjM3ODY3MTZd
1031467,31861,129,0,0.0,597b778-002b-4c05-b3de-081b64577d11,Ejemjan,Erkin Studio & Laçyn Mammedowa,WzEyOSw3Mjk2Nzg3ODld
1031683,32077,128,0,0.0,1e8268a-82ea-805e-9a48-aa1c026db3d8,Water Runs Dry,Boyce Avenue,WzEyOCwxNTcyMjE5XQ==
1033459,33853,127,0,0.0,e42227e-96d6-434f-a4ee-3c2f5d9ef14c,Pehli Baarish,Akanksha Bhandari,WzEyNyw2Mjk5MTUwMTdd
1033659,34053,127,0,0.0,4f17f53-ecd3-4fc7-81ae-8918a621c19a,Pagadaygon Ta Ang Ginoo,Mike Hormachuelos & the Tongues of Fire PH,WzEyNyw2NzQ4NjQ2MjVd
1038475,38869,123,0,0.0,286fd13-caf3-4ea2-afcc-4d56f4bdc2f3,Lagu Perdamaian,Bayu G2b,WzEyMyw2MzYwMjc4MDFd
1038532,38926,123,0,0.0,8535e3c-e24c-443e-a35e-140f8eeae34d,Ma 3riftik,Cheb Hasni,WzEyMyw2NjYxMzg1ODZd
1038653,39047,123,0,0.0,6fa5526-cb55-48f3-aae9-6c3b61a013a4,"Ladrang Pariwisata (feat. Pujiatun, Denok Martini & Yuyun Blora)",LADRANG GODRIL & PUJIATUN & DENOK MARTINI & YUYUN BLORA,WzEyMyw2NzkyOTQxNjVd
1038748,39142,123,0,0.0,a349f1f-74ed-4be1-a3bc-06e8cfbe385c,Milion Astxer,Art Avetisyan,WzEyMyw3MDc1NTMwMThd
1038890,39284,123,0,0.0,ef55aed-d0c0-450c-a5bf-b38e0175a085,Boro Eka,Pritam Kumar,WzEyMyw3Mjc3NTkzNzJd
1039364,39758,122,0,0.0,20ada06-c678-11e8-ade7-549f35161576,Lili Nifi (feat. Hek),DJ Afro Party & Hek,WzEyMiwyNjI5NDI4NF0=
1041091,41485,121,0,0.0,8469690-c1dc-404f-b8b7-259526527efb,Black Clover Opening 10 (Black Catcher),Otakus Beat,WzEyMSw2NDUxMjc3MzFd
1043730,44124,119,0,0.0,6082d23-24d3-48c2-83c7-ec12d9387467,Helouna El Biban,Boubekeur,WzExOSw2ODAxMTY2MjZd
1045060,45454,118,0,0.0,983f486-06ba-43ca-825c-de1af58b4399,Ali Ali (feat. Ririk),Campursari Sangga Buana & Ririk,WzExOCw2Nzk1OTc5NjVd
1045837,46231,117,0,0.0,697a6b0-2be5-11e9-97ae-549f35141000,Miguel Delgado,El Comando Exclusivo,WzExNywzMzE1NTE2OV0=
1046417,46811,117,0,0.0,c4ee36b-1613-4ce1-b037-1a5ccfd44447,Intentaré Olvidarte,Juan Carlos Zarabanda,WzExNyw2ODk2NzA4NDZd
1048785,49179,115,0,0.0,e5b009d-6cc3-4970-a69c-300180a0f4a5,Skål,Fuimadane,WzExNSw2MDMyNTQyNzdd
1048950,49344,115,0,0.0,9701252-7944-4f42-b68a-e38a2ece882e,El Comandante Gringo,El Comando Exclusivo,WzExNSw2NTkzNTk5OTJd
1049157,49551,115,0,0.0,5e94712-9b3e-48a3-b292-2d4eba8bdfcf,Warung Kopi (feat. Elsa Safira),Dangdut Koplo Nirwana & Elsa Safira,WzExNSw2ODU5MzU4MTdd
1052739,3133,112,0,0.0,66089a0-a8a5-46eb-8b92-eaaa30c26a08,Saiyyan (Instrumental),Kailash Kher,WzExMiw2MDYxNDA4OTZd
1053731,4125,111,0,0.0,1e840d1-8ff9-e1ac-a23c-aa1c026db3d8,Lungset,Dangdut Koplo Rgs & Dian Marshanda,WzExMSwxNzI4ODAzOF0=
1055345,5739,110,0,0.0,b229e24-4cc6-11ea-8bdb-801844ee83a6,Goodbye  ,Cinematic Legacy,WzExMCw1NTExNzI1OF0=
1056978,7372,109,0,0.0,ec56fdb-0582-4904-beec-774adbf5e944,Nunggu Tresnamu,NIKEN SALINDRY,WzEwOSw2NDIxMjM4NDNd
1058466,8860,108,0,0.0,ca3a6a7-3dff-4bb1-b79b-6e19f8d33f73,Te Ame de Verdad,Rosita de Espinar,WzEwOCw2NzYxNDM2OTJd
1061354,11748,106,0,0.0,dec1f66-f96f-499c-892f-012fa966a0c2,សុំទោសដែលធ្វើឱ្យអូនស្រក់ទឹកភ្នែក,Khan James,WzEwNiw3MDA3ODI1Mjdd
1062305,12699,105,0,0.0,3a7193e-45d2-40c6-8e6a-e7afe922d2b2,Last Summer Whisper,UKRA,WzEwNSw1NjcwNDk5OF0=
1062392,12786,105,0,0.0,4b89dc2-0dc4-4b83-8b38-b68157cd5f7b,Moose Wala Frenzy,DJ Frenzy,WzEwNSw2MzEzMjcxOTVd
1062415,12809,105,0,0.0,5291f34-04a4-4c41-a77b-59b073888031,Kadung Tresno (feat. Wulan),Campursari Sangga Buana & Wulan,WzEwNSw2NTM3MjY5MTFd
1064334,14728,104,0,0.0,6cc0092-88e4-47d3-aded-3c112f269e30,Las Notas Del Barrio,CAIZ & Sweventh & PHNK & Makabrobelicoso,WzEwNCw3NjQxMzgxMzBd
1066468,16862,102,0,0.0,86fb4bc-89a5-443d-9188-5c9500f3a275,Ojo Lamis (feat. Maratus & Itok),Campursari Sangga Buana & MARATUS & Itok,WzEwMiw2Mzc1MzU5OTRd
1066877,17271,102,0,0.0,6e3953a-535d-420d-98b9-fbd4d337ef4b,Platinum End (Koufukuron) Ending 1,Anime Ost Lofi,WzEwMiw3MjAyMDMwODld
1066895,17289,102,0,0.0,05d0381-8bd4-4153-a1fc-3d1bfd4dac00,SPY x FAMILY (KIGEKI) ENDING 1,Otakus Beat,WzEwMiw3MjAyMDMwODld
1066970,17364,102,0,0.0,d9ba1fd-5e55-4c7a-a057-c166a6a44f39,Tommy the Toad,Stefano Vita,WzEwMiw3MzU5MzMyMzld
1068377,18771,101,0,0.0,20c7ac5-b682-4e22-8fc8-e4f983b4506f,Bagimu Negeri,Bung Ton,WzEwMSw3NjQxMzA5OTJd
1071002,21396,99,0,0.0,59775d5-7e34-40fc-9929-680404699ef7,Awarding the Winners,Alec Koff,Wzk5LDcyOTA0ODc4NF0=
1072183,22577,98,0,0.0,e72260d-940f-4fd5-9c5a-60623f00a46d,Andi Wahad Yebghini,Cheba Kheira,Wzk4LDY3ODQwOTY1NV0=
1072464,22858,98,0,0.0,a31e3b1-025f-4033-a9ee-3552e96d4c35,Upbeat Song,Alec Koff,Wzk4LDczMjg4Mzk1M10=
1075013,25407,96,0,0.0,ea1d79a-4ca0-4e32-acf8-eab234bcb6ea,No la Ames Tanto,Edhisson,Wzk2LDY3ODA5MTI2MF0=
1076724,27118,95,0,0.0,371f617-11db-46c1-816d-d2bc6115f36c,El Rico Y El Gordo,El Comando Exclusivo,Wzk1LDcxOTI3MjU1OV0=
1078033,28427,94,0,0.0,2b944b7-cd9c-4c3c-b41b-54ddef60eb43,Tresno Marang Tonggo (feat. Sodik Monata & Elsa Safira),Monata & Sodik Monata & Elsa Safira,Wzk0LDY4MTEwNzU0M10=
1085550,35944,89,0,0.0,78e07a5-643b-429a-aa22-e212167a8072,Tasty Time,Relaxing Piano Crew,Wzg5LDYyOTc3NTg4MV0=
1086880,37274,88,0,0.0,743f102-e64c-11e9-954f-549f35141000,ОК,KRUTЬ,Wzg4LDQzODgyNDExXQ==
1087496,37890,88,0,0.0,99afa5b-4d78-4356-81a3-991946dadb16,Não Precisa Perdão - Live,Rick Sollo,Wzg4LDY4MzE3NjUxNV0=
1089278,39672,87,0,0.0,a71f359-5286-4752-97ef-2b2114818764,Rindu (Live),Hetty Koes Endang,Wzg3LDcwNDM3NTQ4MV0=
1090241,40635,86,0,0.0,5e677ae-3a09-11ea-bb07-549f35141000,In Your Eyes (8D Audio),8D Tunes,Wzg2LDU1MjI5OTk3XQ==
1090716,41110,86,0,0.0,89f69d8-0931-47f1-ab10-f2ca0a3cf246,Vaneira do Plano Alto,Ênio Medeiros,Wzg2LDY4NDA1MDAwMF0=
1092133,42527,85,0,0.0,0d4fa39-7f28-4d5d-9b95-75725c498223,Love is War Season 2 (Kaguya Sama),Otakus Beat,Wzg1LDY2OTMxMDAwNF0=
1092587,42981,85,0,0.0,625c7ae-11f4-4a01-8c3f-809900afdc28,Dudu Jodone,AIS SASABILA,Wzg1LDcyOTcyMTc2NV0=
1097392,47786,82,0,0.0,7c7c37c-ce5b-4f86-8ed9-e5f98bc4b556,Aaodo Le Mama,Rai Band$,WzgyLDczMTc3MDg1NF0=
1099607,1,5520,-100,-1.78,e8f1282-cfb0-4269-a831-25d4b3b97ddc,Pustinja,Aca Lukas & Zlaja Band,WzU1MjAsMjQ3NDcwMzJd
1099674,68,5514,-97,-1.73,015b676-4b73-4b44-9eeb-1547b16aadb7,Happy New Year - Hindi,Mimi Teddy,WzU1MjAsMjQ3NDcwMzJd
1099895,289,5494,-97,-1.73,43bf91b-8e31-47ca-806c-1f7dcb7982fd,GEÇMİŞİ SİL,Kozmos & Lil Zey,WzU1MDIsMTg2NDQxOTBd
1100069,463,5479,0,0.0,d9ed983-61a5-48d1-aa57-95b0547a1e7f,SAAZ E DIL,Aashir Wajahat,WzU0ODUsNzAxODA0MTQ3XQ==
1100384,778,5453,-100,-1.8,bd97117-14d3-4627-a8d5-5f9f53368d2b,Yo Lo Sé,Rodel G,WzU0NTksNjIxMjAwNTg0XQ==
1100471,865,5444,0,0.0,96c9fc8-2f0e-11ea-a7bc-801844ee83a6,Dua Mata Saya (feat. Shava),Lagu Anak Terpopuler Dan Terlaris & Shava,WzU0NTEsNjMxODQ1MjA1XQ==
1100648,1042,5426,0,0.0,ddf80fc-583c-49c3-ae33-304e28693fbb,Nyidamsari (feat. Putri),Campursari Sangga Buana & Putri,WzU0MzEsNzIyMzQzMTQwXQ==
1100927,1321,5401,-87,-1.59,9ef8424-7ccd-4b82-9af7-e3a91e6309f5,ブルーベリーハニー,WurtS,WzU0MDIsNzYxOTkyNF0=
1100929,1323,5400,0,0.0,1e840a5-4eb4-008c-90af-aa1c026db3d8,Benci,Dangdut Koplo Rgs & Dian Marshanda,WzU0MDIsNzYxOTkyNF0=
1101144,1538,5382,-90,-1.64,6015f88-3dfd-4b5d-b78c-b41d01168cb0,Pardonnable,Niro,WzUzODUsMzE0MDQ4MDRd
1101340,1734,5363,439,8.92,1e8262c-ae35-220e-9145-aa1c026db3d8,Vindaloo,Fat Les,WzUzNjYsNDI0NTIyNDRd
1101929,2323,5310,-72,-1.34,1e840a4-9a56-0f5e-b6db-aa1c026db3d8,Mana Mzewaj,Redson,WzUzMTMsNzY0MTAyNTkzXQ==
1102188,2582,5288,0,0.0,ca114b4-8077-11e9-98d8-549f35141000,Selimut Biru (feat. Via Vallen),OM SERA & Via Vallen,WzUyOTUsMTI5MDc5ODRd
1102605,2999,5251,15,0.29,1e84084-941c-f74e-9414-aa1c026db3d8,Luren i fickan,Grillat & Grändy,WzUyNjAsNzI4Mjg5NjA5XQ==
1102635,3029,5249,-85,-1.59,e37aa33-ccc3-40f2-bd78-9115196545e4,シス×ラブ (feat. 成海聖奈 (CV:雨宮天) & 成海萌奈(CV:夏川椎菜)),HoneyWorks & 成海聖奈 (CV：雨宮天) & 成海萌奈（CV：夏川椎菜）,WzUyNTEsMTQ1ODkxNjdd
1102779,3173,5238,0,0.0,2366f36-84af-410e-9dd1-29986d9b334d,ยายแล่ม,มยุรา ฟ้าสีทอง,WzUyNDMsMTkxNDg3MDld
1103287,3681,5197,-95,-1.8,0ddf814-ba57-425f-a4d9-41a397f41cac,Blototi 3la Chat Bhar,Cheb Bello & Amine La Colombe,WzUyMDMsNzMyNzQ5Nzg5XQ==
1103682,4076,5164,0,0.0,85f5859-b417-4101-8883-e1e961907fb1,Le Chalein,Aashir Wajahat & Aisha Ijlal,WzUxNzAsNTYzNjI5MjBd
1103767,4161,5157,-89,-1.7,2230025-fd44-41cc-b39e-86ffe5299723,Диалог,Isa Alimusa & Фарида Жолдасова,WzUxNjIsMTU0NDA5NjNd
1104440,4834,5099,-75,-1.45,1e8a9ff-e3cf-5e50-808d-525400009efb,What Keeps You Up At Night,Dan + Shay,WzUxMDIsNjI1NzEwNzgyXQ==
1104458,4852,5098,-92,-1.77,0ed80d0-0c09-4fe5-a0c3-e0e1b3f7578f,Furetara Saigo,NAKISO,WzUxMDIsNjI1NzEwNzgyXQ==
1104539,4933,5090,-97,-1.87,1db4616-9ebe-11e9-a979-549f35141000,Ho Paura DI Uscire 2 (prod. Mace),Salmo & Lazza & MACHETE,WzUwOTMsMjM4Mzk2Ml0=
1104573,4967,5088,-71,-1.38,ec05f77-0bac-419a-be1a-7ca963408e1a,Tu Ya Cani,Haval Ibrahim,WzUwOTMsMjM4Mzk2Ml0=
1104711,5105,5078,-95,-1.84,f6791c7-83b6-4849-8fca-3b9022aecf2a,Gül,HM Music Production,WzUwNzgsMjA1MTMwNzFd
1105272,5666,5032,0,0.0,a010e92-94e4-11e9-976e-e4434b16cb7a,How Long Will I Love You,Piano Bliss,WzUwMzgsNDYxMTk0NTVd
1105363,5757,5025,-96,-1.87,1e840a6-619f-4f20-bfa6-aa1c026db3d8,Hadani,Ethio Star,WzUwMzAsNzI5NDgxNjk2XQ==
1105541,5935,5014,-98,-1.92,493387c-5545-11ea-8ef6-549f35161576,Vida de Bailão,Mc Troia & Mc Larissa & Mc Danny & Romulo Chavoso,WzUwMTYsNjg4MDA2NDA2XQ==
1105597,5991,5009,-100,-1.96,9ad2d1e-767a-45f2-bd3f-5a05f2e65275,Hna Makharjatch 3liya,Kader Tirigou & Kader Zakzouk,WzUwMTYsNjg4MDA2NDA2XQ==
1105985,6379,4978,-79,-1.56,1e8407b-cc93-eb0e-9577-aa1c026db3d8,I Pray for You (Dedicated to Palestine),Ahmad Hussain,WzQ5ODQsNjkyOTg3ODE3XQ==
1106012,6406,4976,-99,-1.95,63e0c0c-83fd-463b-a1b8-26b42ad73e08,Train Wreck - Acoustic,James Arthur,WzQ5NzcsNzY0MTE3MTY1XQ==
1106109,6503,4969,-90,-1.78,dc5e6b9-8488-4d26-af14-cd9925d93aff,Yardım Et Ne Olur (feat. Fatih Yilmaz),Cehennem Beat & Fatih Yilmaz,WzQ5NjksNDcyMjYxNzFd
1106155,6549,4965,-72,-1.43,1e82667-6890-90c2-9f5e-a0369fe50396,Razmažena,Jelena Rozga,WzQ5NjksNDcyMjYxNzFd
1106271,6665,4957,-97,-1.92,18d2035-9177-4119-9892-936557e86872,"Muddy Water (Changbin, Hyunjin, HAN & Felix)",Stray Kids,WzQ5NjIsNjQwMzk5MDg0XQ==
1106914,7308,4906,-92,-1.84,ff19c2a-9761-11e9-a416-549f35141000,Kiye Kiye Ev Zeriye,Romi Harki,WzQ5MDcsNzQ1ODM0MDE5XQ==
1106928,7322,4905,-85,-1.7,6f8944a-0b4e-4baf-9514-b737eacaccb1,تكفون للزين ودوني,حسن اليامي,WzQ5MDcsNzQ1ODM0MDE5XQ==
1106977,7371,4902,-21,-0.43,3fb3190-589e-11e9-9f0a-549f35141000,Yare,Emerxan,WzQ5MDcsNzQ1ODM0MDE5XQ==
1107065,7459,4895,0,0.0,d2914ce-d115-11e9-bf07-549f35161576,Birunya Cinta (feat. Rena Kdi & Brodien),Dangdut Koplo Nirwana & Rena Kdi & Brodien,WzQ5MDAsMjI2MTg3NTRd
1107291,7685,4877,0,0.0,f3671cc-9569-4796-9aa7-1e0035e22574,OBGTLH VINAHOUSE,guHancci,WzQ4ODMsNzEzMzMzNDc4XQ==
1107314,7708,4875,-100,-2.01,bf8b01b-7eaf-456f-b641-ba7a4eef30ed,Bye Bye,Sandra Sahi,WzQ4NzYsNzI3MzMxMzcwXQ==
1107398,7792,4868,393,8.78,1e8261c-3a61-cf86-a014-aa1c026db3d8,Fresh Az I'm Iz,Bow Wow & J-Kwon & Jermaine Dupri,WzQ4NzYsNzI3MzMxMzcwXQ==
1107476,7870,4863,-99,-2.0,ad7b6c6-36b7-11e9-af02-549f35141000,Lore (Şevko),Tekin Bozkurd,WzQ4NjgsNjc2MzgwMzk4XQ==
1107591,7985,4855,437,9.89,7d0bcea-bd42-482a-ada2-a812d66c89d8,نجيبو الباك و نديرو داي داي,Sido SL,WzQ4NjEsNTI3Njk5NV0=
1107664,8058,4850,16,0.33,9dbb3f2-e53d-41a3-b6c7-8428f4f4a642,Badut,Raavfy,WzQ4NTQsNzEzMDIzNzI2XQ==
1108393,8787,4795,64,1.35,04cc920-704a-403c-8cd8-b4183d4c918b,Sîpan Sîpanê,Barış Çelik,WzQ4MDIsNzUwMzM5MjA0XQ==
1108679,9073,4772,-93,-1.91,1e82623-dc47-510c-ba41-aa1c026db3d8,Kane Ena Taxidi Mesa Sta Matia Mou,Natasa Theodoridou,WzQ3NzksNjMwMzA1NTExXQ==
1108775,9169,4765,-97,-2.0,ee71733-67c9-43fa-a3d5-7ef092d7e25f,Hiya f la salle,Cheb Hakim & Amine La Colombe,WzQ3NzAsMTY1NjM0Mjdd
1108928,9322,4753,683,16.78,1e84092-1721-4746-8edf-aa1c026db3d8,Suatu Pernah,Fynn Jamal,WzQ3NTUsNjc3NzczOTIwXQ==
1108936,9330,4753,-82,-1.7,468b144-9abd-413e-8bb3-d22bda91cc4a,Céu e Terra Se Encontram - Ao Vivo,Kaleb e Josh,WzQ3NTUsNjc3NzczOTIwXQ==
1109077,9471,4742,0,0.0,80a17bf-00d4-41e9-a321-8111b54845dc,Собачий Вальс,Na-Na,WzQ3NDcsMTc2MzE2OTVd
1111480,11874,4566,0,0.0,62d4383-ccce-49d7-8e31-c828ee212a0f,Waves Sound,Ocean Sounds & Calming Waves & Ocean Waves For Sleep,WzQ1NzEsNjc3ODA4NDE0XQ==
1112099,12493,4521,-92,-1.99,44da6e4-4c71-11e9-a1ae-e4434b2a489b,Você Não Ama Ninguém,Salve Malak & Knust & Chris MC & Xamã & Pineapple StormTv,WzQ1MjgsNjg1MjA3MjY1XQ==
1112264,12658,4508,-45,-0.99,1e840a0-e72f-d912-85dc-aa1c026db3d8,Strana Bê Dengiya Dayîka Min,Mem Ararat,WzQ1MTMsNzY1ODY4ODQzXQ==
1112497,12891,4492,-100,-2.18,168252a-63fc-11e9-a792-549f35141000,Bidew bi,Pape Diouf,WzQ0OTgsMTk1NTc5N10=
1112530,12924,4490,0,0.0,7437f84-c195-4c6c-801b-2b2e077f8bef,Que Pasará,Rosita de Espinar,WzQ0OTEsMTAwMDYwOF0=
1112890,13284,4469,0,0.0,797bdf4-72a6-43ca-89e2-c448a14aa5f7,Flouka & GPS,Cheba Racha,WzQ0NzQsNzIyMjQ4NzExXQ==
1113155,13549,4449,-99,-2.18,7654b75-a3e4-4bc9-a401-e4f292341947,Chi Mai,Ennio Morricone,WzQ0NTIsNjQzOTQ1NjIzXQ==
1113162,13556,4448,-100,-2.2,1e8407e-f693-d808-a403-aa1c026db3d8,Srce Mi Je Zastalo,Djogani,WzQ0NTIsNjQzOTQ1NjIzXQ==
1113327,13721,4437,-99,-2.18,306c590-2b1d-4f39-ae49-9a091a661d72,ไวน์ลดา,THE TOYS,WzQ0MzgsMjY2MDc4Mjhd
1113508,13902,4425,0,0.0,97e7708-f48d-11e8-9dc9-549f35141000,לא מבינה עברית,Eyal Golan & Offer Nissim,WzQ0MjUsMTcxODk4NzJd
1113892,14286,4399,-80,-1.79,1e84119-327e-0812-98f9-aa1c026db3d8,Çakal,Tekmill,WzQ0MDUsMjYyOTM4ODNd
1113985,14379,4392,-100,-2.23,6a8acb1-f7df-4477-b2e9-34562cb0ad86,Сердце для шалав,Платина,WzQzOTgsMjM2OTQyMF0=
1115006,15400,4328,-99,-2.24,7746862-c032-4e85-a534-b8c2588bd198,Sürüşünnən Bilirəm,Zawanbeats,WzQzMjgsNzI5NjYwMzc3XQ==
1115046,15440,4325,0,0.0,40011e8-5afe-11ea-bfab-e4434b16cb78,Caping Gunung (feat. Endah Laras),Campursari Sangga Buana & Endah Laras,WzQzMjgsNzI5NjYwMzc3XQ==
1115270,15664,4311,-72,-1.64,1e8269c-e87b-9c48-a187-a0369fe50396,Amigos inservibles,Grupo Kvrass,WzQzMTUsNDA2NTEzMjVd
1115747,16141,4281,0,0.0,d8549b7-971b-4839-94a4-841f860a7739,Quiéreme Ahora,Juan Carlos Zarabanda,WzQyODQsMTYwMzY2OTNd
1116263,16657,4248,-93,-2.14,61f7154-ed22-4566-bae1-c3156592fa8a,EXPLAIN,TEN's UNIQUE,WzQyNTIsNjc5MzgxMDM3XQ==
1116336,16730,4244,0,0.0,b1cad96-a692-4c20-babf-20b18f4e1a9b,"Buy Mode (From ""the Sims"")",Power Up Orchestra,WzQyNDYsNzA4NDkyNDg2XQ==
1116807,17201,4214,-96,-2.23,8abe2e0-1481-4655-97b1-52b2cec0e814,КОСМОРЕЙВ,Danya Pod & Петрашка & baby nekit & lil gladkiy,WzQyMTQsNjY4NDM2NjIxXQ==
1116953,17347,4204,0,0.0,5d41dd4-2625-11e9-bb6d-549f35161576,El Wero V2,El Comando Exclusivo,WzQyMDcsNzA5OTU0MF0=
1116992,17386,4202,-98,-2.28,1edf9d2-a2bf-4804-a653-874137d36354,سموني نريسكي بحياتي على جال ميمتي,Cheb Rami,WzQyMDcsNzA5OTU0MF0=
1117533,17927,4167,-100,-2.34,12bee34-1126-42bb-9d48-774d1a147be2,Alone On Christmas Eve,Måns Zelmerlöw,WzQxNjksNzM2NTg2NzY0XQ==
1117749,18143,4154,-59,-1.4,5e8a7cc-7232-4603-8165-c263e970e6b4,ယုံကြည်ရာ,Mahn Raymond Music,WzQxNTYsNTQ1NDIyNF0=
1117779,18173,4152,-97,-2.28,53a4d6a-4ff1-4e55-a331-917e7e73dc89,Ayang Ayang,Silvi Anantha,WzQxNTYsNTQ1NDIyNF0=
1118607,19001,4103,0,0.0,fccad77-6d56-4552-b88e-840d9f1f8bb1,一开始说陪你到老的人现在他还在吗,于洋,WzQxMDMsNzMxODU5MzQ5XQ==
1118724,19118,4096,-100,-2.38,1e840a6-187b-7d78-b06f-a0369fe50396,"Sambata-n Bmw-U,Duminica-n ML-U",Rupe Bassu & Lega,WzQwOTgsNjQwNjY5OTc5XQ==
1118987,19381,4081,0,0.0,b0f5f83-4650-4c1a-ad10-97343ca56475,Panjang Umur,PERGI BELAJAR,WzQwODYsNzMxNDM5NDIyXQ==
1119165,19559,4070,-82,-1.97,1e826fe-aa21-df4a-ac93-a0369fe50396,Le patron,Jul,WzQwNzQsNjMwNTM1MDc2XQ==
1119216,19610,4067,-98,-2.35,8f187a0-5d91-45f0-beb8-5f8340ae200c,CHOA,SG,WzQwNjgsNzIzNzY2NzkwXQ==
1119500,19894,4051,-100,-2.41,3867426-2db8-11ea-b4bd-801844ee83a6,Dior ,Marko Glass & Bvcovia,WzQwNTYsNjc4ODI5MzI4XQ==
1119646,20040,4041,-73,-1.77,e006b69-00e4-420c-ba6e-a86ff26dad94,Chateada - Ao Vivo,Forró na Pegada,WzQwNDQsNzMwNzI5MTAwXQ==
1120253,20647,4006,0,0.0,f3be676-c28f-11e9-9915-549f35141000,Ambilkan Bulan Bu (feat. Mila),Lagu Anak Terpopuler Dan Terlaris & Mila,WzQwMDksMjcxOTE3NTRd
1120259,20653,4006,-54,-1.33,3327433-b079-4781-bc94-83e0e8156649,Все Сам,Showbiz School,WzQwMDksMjcxOTE3NTRd
1120492,20886,3992,-94,-2.3,35d356a-5ded-4d59-bbb9-48de4e1aec9b,Le Kwa Ukwu,Iyanya,WzM5OTcsNjA3ODk3NDU2XQ==
1121015,21409,3960,-90,-2.22,e2b925e-42ba-4a19-a2ad-4905efcd989c,T'kam Per Qefi,Rita Haziri & Fidan Gashi,WzM5NjAsNDYzNDEzNTFd
1121051,21445,3958,0,0.0,775c6fa-038a-4c6d-9235-ca464cbc3b40,Xem Như Em Chẳng May (NH4T Remix Ver2),NH4T Media Music & Chu Thúy Quỳnh & Trung Ngon,WzM5NjAsNDYzNDEzNTFd
1121287,21681,3943,-91,-2.26,0b5ade3-d383-4714-9a2f-6357b591ca84,เติบโต (โดยไม่มีเธอ),Saran & *Blackheart & DAVIDBOIE,WzM5NDgsNjY0Mjg5MDU1XQ==
1122084,22478,3897,-78,-1.96,1e82630-7b5c-11ea-aa4f-a0369fe50396,Kafama Göre,Athena,WzM5MDMsNjkzNTUxMTIxXQ==
1122624,23018,3869,0,0.0,ce3bde3-3218-49ae-81ce-b4ef3d9df8be,موال غلطان,صباح العماري,WzM4NjksMjExMDkwM10=
1123298,23692,3833,0,0.0,f77abdd-342f-43f3-8992-7e724643b397,Panjang Umur,Cantik,WzM4MzgsNjY3NzUzMjAwXQ==
1124113,24507,3787,-99,-2.55,1e8409f-981e-d932-a8ea-aa1c026db3d8,Antehel Shakhseytak,Abdul Majeed Abdullah,WzM3ODgsNzc1NTY0NTkyXQ==
1124250,24644,3781,-90,-2.32,e71ec64-dca7-4101-b0b4-e84c4e2ec211,Allah Versin,Lara,WzM3ODMsNjkxMTczNDU5XQ==
1124258,24652,3780,0,0.0,1e840a7-15ba-9712-8dfe-aa1c026db3d8,Kuch Kuch Hota Hai (Unplugged) [Instrumental],Jatin-Lalit,WzM3ODMsNjkxMTczNDU5XQ==
1124441,24835,3771,-92,-2.38,51c2fa0-6fae-48dc-aea4-a54dcb9a00b3,Promises - Instrumental (Instrumental),Hillside Recording,WzM3NzIsNDU4MTE3MTBd
1124864,25258,3750,0,0.0,115cb3e-ea83-11e8-9b74-549f35161576,Taqbaylit Taxemrit,Boubekeur,WzM3NTMsNzYzNjg2NjQ3XQ==
1124925,25319,3747,-97,-2.52,25e4e45-12c5-4010-bc5a-070b8be4787a,Teka Sha Wena,Mr JazziQ & Maten & tha Wen,WzM3NDgsNzMwNTU5NDQxXQ==
1125289,25683,3727,0,0.0,1e8410f-69d3-67c6-a998-a0369fe50396,Hari Merdeka,Lily,WzM3MzIsNjc0NTY5ODg2XQ==
1125358,25752,3724,0,0.0,7378610-60ad-4fa2-b2bc-8573240cbb0b,Rindu,DBucin,WzM3MjYsMTU5MTY5NzFd
